#{"t_start": 1748356337.2699628, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-63.808326,72,0.025748
-175.896764,76,0.267127
-962.316674,133,0.845475
-2172.72389,210,1.833402
-646.526099,79,2.223667
-479.483696,85,2.6515
-754.65553,72,3.027552
-827.447453,87,3.473795
-883.257501,99,3.984879
-1491.318743,113,4.596532
-930.285967,105,5.135957
-185.049571,241,6.326394
-238.18845,282,7.604349
-60.085339,161,8.253844
-8.598169,107,8.682149
-128.650699,120,9.172893
19.061821,273,10.418392
-92.479443,248,11.526082
-227.030549,260,12.782342
-121.366409,166,13.62679
-144.428708,169,14.459661
-224.746723,146,15.203144
-407.318378,164,16.046524
-203.554905,179,16.851359
-297.492246,115,17.400573
-343.337959,150,18.092606
-345.760353,158,18.86217
-226.346002,89,19.291352
-557.231897,161,20.029903
-360.280296,149,20.739212
-193.498116,197,21.631889
-256.292997,202,22.598425
-41.191159,90,23.021229
-275.368546,207,24.022258
-55.817949,92,24.470376
-331.385149,146,25.186557
-29.305186,124,25.797167
-537.71837,141,26.471915
-347.923398,233,28.690989
-543.84972,259,29.875266
-91.570787,102,30.353203
-420.310486,178,31.190756
-211.680301,148,31.805793
-142.932505,342,33.243039
-109.765431,265,34.402619
229.514386,381,36.296514
-188.067713,252,37.587672
-23.154389,87,38.025837
-56.612725,395,39.925183
86.395914,225,40.848564
-160.584074,152,41.494572
-156.838598,329,43.083774
-100.318381,203,44.169702
240.676091,418,46.389537
-241.286575,187,47.355606
-177.306887,185,48.206959
-137.582023,163,48.903576
-6.483628,229,49.89042
-217.103158,284,51.224631
-23.438152,170,52.056022
-102.336066,151,52.768538
-107.070278,118,53.34187
-47.064533,174,54.258225
-136.142837,109,54.85551
-362.976972,273,56.291725
-81.471894,192,57.308103
-205.691502,187,58.223527
-172.068479,181,59.097819
-69.320228,163,59.857912
-199.921845,249,62.159856
-157.023132,226,63.190567
-187.856479,113,63.722411
-195.777107,189,64.597333
-207.764127,123,65.124692
-180.479107,245,66.290298
-141.225002,189,67.273603
-145.973857,200,68.408867
-155.810974,291,70.034754
-170.625699,256,71.422992
-163.849958,220,72.504043
-58.860059,175,73.242485
-152.365001,290,74.505381
-27.094624,142,75.135367
-294.023719,349,76.807329
-170.698006,180,77.678997
-135.924267,204,78.660624
-102.047482,217,79.867289
-215.896239,336,81.529006
-86.667866,238,82.67705
-123.595757,217,83.871607
-93.805434,278,85.331738
-201.521773,495,87.67497
-106.965095,234,88.800524
-205.758721,902,93.281211
-165.202427,521,97.045187
-119.485199,306,98.508527
-154.003234,480,100.601395
-161.7355,519,103.045232
-273.764538,996,108.289547
-180.727672,587,111.142219
-210.107186,525,113.641224
-666.419622,458,115.810766
-313.339068,550,118.677465
-229.059106,398,120.74575
-109.784529,524,123.055545
-292.928529,366,124.896446
-287.781115,728,129.955952
-262.759273,463,131.989225
125.647053,616,134.69621
-143.726066,595,137.501332
-106.423507,815,141.559289
-149.074401,711,144.879308
-90.030235,540,147.184946
168.554573,873,151.451754
107.799443,892,155.999653
-78.562573,797,159.486127
-82.89391,509,163.250395
-116.472268,626,166.64897
-141.098605,622,169.588461
-236.191157,586,172.338437
-68.854063,564,175.172045
-133.60538,723,178.931191
-3.375767,490,181.177119
-180.829232,742,184.833981
-130.229028,633,188.260855
-3.842586,419,190.431216
-237.154357,614,193.189266
-54.063113,601,197.074071
-84.077997,832,201.325405
-122.090913,890,205.820634
-27.6823,512,208.068809
-19.47429,498,210.52374
-85.83705,753,214.447906
174.714339,507,216.736782
-31.880157,501,219.046762
-32.427762,483,221.505684
53.571861,296,223.083939
148.147242,780,226.851549
49.897988,349,229.601733
150.19808,862,233.683785
157.147266,816,238.091285
-243.556108,533,240.564282
-265.431448,641,243.542721
-105.676692,1000,248.726785
